pSymbol,pExchSeg,pSymbolName,pTrdSymbol,pOptionType,lLotSize
"76299","nse_fo","BEL","BEL26JUN495CE","CE","1425"
"76306","nse_fo","BEL","BEL26JUN525PE","PE","1425"
"76310","nse_fo","BANKNIFTY","BANKNIFTY26JUN68500CE","CE","30"
"76313","nse_fo","BEL","BEL26JUN555CE","CE","1425"
"76328","nse_fo","BANKNIFTY","BANKNIFTY26JUN69500PE","PE","30"
"76329","nse_fo","BANKNIFTY","BANKNIFTY26JUN70000CE","CE","30"
"76369","nse_fo","BANKNIFTY","BANKNIFTY27MAR34500PE","PE","30"
"76414","nse_fo","ADANIENSOL","ADANIENSOL26MAY800CE","CE","675"
"76418","nse_fo","BANKNIFTY","BANKNIFTY27MAR60000PE","PE","30"
"76423","nse_fo","BEL","BEL26JUL380CE","CE","1425"
"76444","nse_fo","BANKNIFTY","BANKNIFTY27MAR70500CE","CE","30"
"76458","nse_fo","ADANIENSOL","ADANIENSOL26MAY920PE","PE","675"
"76461","nse_fo","ADANIENSOL","ADANIENSOL26MAY960CE","CE","675"
"76472","nse_fo","BANKNIFTY","BANKNIFTY27MAR72000PE","PE","30"
"85693","nse_fo","ALKEM","ALKEM26MAY3850PE","PE","125"
"85695","nse_fo","ALKEM","ALKEM26MAY3950PE","PE","125"
"85699","nse_fo","ALKEM","ALKEM26MAY4050PE","PE","125"
"85709","nse_fo","BANDHANBNK","BANDHANBNK26MAY185PE","PE","3600"
"85781","nse_fo","DABUR","DABUR26JUL280PE","PE","1250"
"85812","nse_fo","ALKEM","ALKEM26MAY4650PE","PE","125"
"85813","nse_fo","ALKEM","ALKEM26MAY4750CE","CE","125"
"85830","nse_fo","ALKEM","ALKEM26MAY5250CE","CE","125"
"85836","nse_fo","DABUR","DABUR26JUL370PE","PE","1250"
"85837","nse_fo","DABUR","DABUR26JUL380CE","CE","1250"
"85838","nse_fo","DABUR","DABUR26JUL380PE","PE","1250"
"85840","nse_fo","DABUR","DABUR26JUL390PE","PE","1250"
"85848","nse_fo","DABUR","DABUR26JUL430PE","PE","1250"
"85849","nse_fo","DABUR","DABUR26JUL440CE","CE","1250"
"85852","nse_fo","DABUR","DABUR26JUL450PE","PE","1250"
"85856","nse_fo","DABUR","DABUR26JUL470PE","PE","1250"
"85865","nse_fo","BANKBARODA","BANKBARODA26MAY200PE","PE","2925"
"85868","nse_fo","DABUR","DABUR26JUL510CE","CE","1250"
"85869","nse_fo","DABUR","DABUR26JUL510PE","PE","1250"
"85870","nse_fo","DABUR","DABUR26JUL520CE","CE","1250"
"85874","nse_fo","DABUR","DABUR26JUL540CE","CE","1250"
"85889","nse_fo","BANKBARODA","BANKBARODA26MAY225PE","PE","2925"
"85909","nse_fo","BANKBARODA","BANKBARODA26MAY275PE","PE","2925"
"85929","nse_fo","DABUR","DABUR26JUL640CE","CE","1250"
"85938","nse_fo","BANKBARODA","BANKBARODA26MAY305CE","CE","2925"
"85956","nse_fo","DALBHARAT","DALBHARAT26JUN1620PE","PE","325"
"85958","nse_fo","DALBHARAT","DALBHARAT26JUN1660PE","PE","325"
"85973","nse_fo","DALBHARAT","DALBHARAT26JUN1860PE","PE","325"
"85976","nse_fo","DALBHARAT","DALBHARAT26JUN1940CE","CE","325"
"85982","nse_fo","DALBHARAT","DALBHARAT26JUN1980PE","PE","325"
"85990","nse_fo","DALBHARAT","DALBHARAT26JUN2140CE","CE","325"
"85993","nse_fo","ALKEM","ALKEM26MAY6350PE","PE","125"
"85994","nse_fo","ALKEM","ALKEM26MAY6450CE","CE","125"
"85999","nse_fo","ALKEM","ALKEM26MAY6650PE","PE","125"
"86020","nse_fo","ALKEM","ALKEM26JUN3400CE","CE","125"
"86038","nse_fo","ALKEM","ALKEM26JUN4200PE","PE","125"
"86057","nse_fo","ALKEM","ALKEM26JUN4900CE","CE","125"
"86061","nse_fo","ALKEM","ALKEM26JUN5100CE","CE","125"
"86063","nse_fo","ALKEM","ALKEM26JUN5200CE","CE","125"
"86101","nse_fo","BANKBARODA","BANKBARODA26MAY340CE","CE","2925"
"86102","nse_fo","BANKBARODA","BANKBARODA26MAY340PE","PE","2925"
"86106","nse_fo","BANKBARODA","BANKBARODA26MAY345PE","PE","2925"
"86111","nse_fo","BANKBARODA","BANKBARODA26MAY355CE","CE","2925"
"86115","nse_fo","BANKBARODA","BANKBARODA26MAY365CE","CE","2925"
"86123","nse_fo","DALBHARAT","DALBHARAT26JUN2300PE","PE","325"
"86133","nse_fo","NIFTY","NIFTY28JUN15000CE","CE","65"
"86140","nse_fo","NIFTY","NIFTY28JUN18000PE","PE","65"
"86148","nse_fo","NIFTY","NIFTY28JUN22000PE","PE","65"
"86155","nse_fo","DALBHARAT","DALBHARAT26JUN2420CE","CE","325"
"86163","nse_fo","NIFTY","NIFTY28JUN27000CE","CE","65"
"86165","nse_fo","DALBHARAT","DALBHARAT26JUL1200CE","CE","325"
"86172","nse_fo","DALBHARAT","DALBHARAT26JUL1360PE","PE","325"
"86177","nse_fo","DALBHARAT","DALBHARAT26JUL1480CE","CE","325"
"86214","nse_fo","DALBHARAT","DALBHARAT26JUL1720PE","PE","325"
"86220","nse_fo","ALKEM","ALKEM26JUN5800CE","CE","125"
"86222","nse_fo","DALBHARAT","DALBHARAT26JUL1760PE","PE","325"
"86232","nse_fo","ALKEM","ALKEM26JUN6200CE","CE","125"
"86238","nse_fo","DALBHARAT","DALBHARAT26JUL1800PE","PE","325"
"86243","nse_fo","DALBHARAT","DALBHARAT26JUL1880CE","CE","325"
"86291","nse_fo","DALBHARAT","DALBHARAT26JUL2280CE","CE","325"
"86295","nse_fo","DALBHARAT","DALBHARAT26JUL2360CE","CE","325"
"86316","nse_fo","DALBHARAT","DALBHARAT26JUL2440PE","PE","325"
"86325","nse_fo","AMBER","AMBER26MAY7300CE","CE","100"
"86326","nse_fo","AMBER","AMBER26MAY7300PE","PE","100"
"86359","nse_fo","AMBER","AMBER26JUN6200PE","PE","100"
"86370","nse_fo","DALBHARAT","DALBHARAT26JUL2480PE","PE","325"
"86381","nse_fo","DELHIVERY","DELHIVERY26JUN345CE","CE","2075"
"86388","nse_fo","DELHIVERY","DELHIVERY26JUN375PE","PE","2075"
"86392","nse_fo","DELHIVERY","DELHIVERY26JUN395PE","PE","2075"
"86396","nse_fo","DELHIVERY","DELHIVERY26JUN415PE","PE","2075"
"86402","nse_fo","DELHIVERY","DELHIVERY26JUN445PE","PE","2075"
"86403","nse_fo","DELHIVERY","DELHIVERY26JUN455CE","CE","2075"
"56487","nse_fo","GRASIM","GRASIM26JUN4000CE","CE","250"
"56497","nse_fo","NIFTY","NIFTY2662326000PE","PE","65"
"56499","nse_fo","NIFTY","NIFTY2662326050PE","PE","65"
"56500","nse_fo","NIFTY","NIFTY2662326100CE","CE","65"
"56505","nse_fo","INDIGO","INDIGO26JUN5900CE","CE","150"
"56509","nse_fo","NIFTY","NIFTY2662326250PE","PE","65"
"56513","nse_fo","NIFTY","NIFTY2662326350PE","PE","65"
"56520","nse_fo","NIFTY","NIFTY2662326550CE","CE","65"
"56542","nse_fo","JSWSTEEL","JSWSTEEL26JUN1760CE","CE","675"
"56543","nse_fo","JSWSTEEL","JSWSTEEL26JUN1760PE","PE","675"
"56545","nse_fo","NIFTY","NIFTY2662326850PE","PE","65"
"56548","nse_fo","KEI","KEI26JUN6100CE","CE","175"
"56554","nse_fo","NIFTY","NIFTY2662327000CE","CE","65"
"61645","nse_fo","BANKNIFTY","BANKNIFTY26JUL48500CE","CE","30"
"61649","nse_fo","BANKNIFTY","BANKNIFTY26JUL48600CE","CE","30"
"61676","nse_fo","BANKNIFTY","BANKNIFTY26JUL49700PE","PE","30"
"61679","nse_fo","BANKNIFTY","BANKNIFTY26JUL49900CE","CE","30"
"61681","nse_fo","BANKNIFTY","BANKNIFTY26JUL50000CE","CE","30"
"61682","nse_fo","BANKNIFTY","BANKNIFTY26JUL50000PE","PE","30"
"61700","nse_fo","BANKNIFTY","BANKNIFTY26JUL50700PE","PE","30"
"61706","nse_fo","BANKNIFTY","BANKNIFTY26JUL51000CE","CE","30"
"61707","nse_fo","BANKNIFTY","BANKNIFTY26JUL51000PE","PE","30"
"61714","nse_fo","BANKNIFTY","BANKNIFTY26JUL51400CE","CE","30"
"61722","nse_fo","BANKNIFTY","BANKNIFTY26JUL51600PE","PE","30"
"61723","nse_fo","BANKNIFTY","BANKNIFTY26JUL51700CE","CE","30"
"61725","nse_fo","BANKNIFTY","BANKNIFTY26JUL51800CE","CE","30"
"61738","nse_fo","BANKNIFTY","BANKNIFTY26JUL52200PE","PE","30"
"61750","nse_fo","BANKNIFTY","BANKNIFTY26JUL52700CE","CE","30"
"61782","nse_fo","BANKNIFTY","BANKNIFTY26JUL53900CE","CE","30"
"61787","nse_fo","BANKNIFTY","BANKNIFTY26JUL54100CE","CE","30"
"61791","nse_fo","BANKNIFTY","BANKNIFTY26JUL54300CE","CE","30"
"61794","nse_fo","NIFTY","NIFTY29DEC27000CE","CE","65"
"61833","nse_fo","BANKNIFTY","BANKNIFTY26JUL55900CE","CE","30"
"61840","nse_fo","BANKNIFTY","BANKNIFTY26JUL56200PE","PE","30"
"61868","nse_fo","BANKNIFTY","BANKNIFTY26JUL57000PE","PE","30"
"61882","nse_fo","UNOMINDA","UNOMINDA26MAY680PE","PE","550"
"61885","nse_fo","BANKNIFTY","BANKNIFTY26JUL57800CE","CE","30"
"61907","nse_fo","VEDL","VEDL26MAY440CE","CE","1150"
"61933","nse_fo","NIFTY","NIFTY29DEC30000PE","PE","65"
"61945","nse_fo","APLAPOLLO","APLAPOLLO26MAY1400CE","CE","350"
"61948","nse_fo","BANKNIFTY","BANKNIFTY26JUL59700PE","PE","30"
"61957","nse_fo","BANKNIFTY","BANKNIFTY26JUL60000CE","CE","30"
"61962","nse_fo","APOLLOHOSP","APOLLOHOSP26MAY5700PE","PE","125"
"61964","nse_fo","BANKNIFTY","BANKNIFTY26JUL60100PE","PE","30"
"61987","nse_fo","BANKNIFTY","BANKNIFTY26JUL60600CE","CE","30"
"61991","nse_fo","BANKNIFTY","BANKNIFTY26JUL60800CE","CE","30"
"61996","nse_fo","BANKNIFTY","BANKNIFTY26JUL60900PE","PE","30"
"62005","nse_fo","BANKNIFTY","BANKNIFTY26JUL61200CE","CE","30"
"62019","nse_fo","BANKNIFTY","BANKNIFTY26JUL61600CE","CE","30"
"62029","nse_fo","BANKNIFTY","BANKNIFTY26JUL61900CE","CE","30"
"62046","nse_fo","NIFTY","NIFTY29DEC39000CE","CE","65"
"62072","nse_fo","BANKNIFTY","BANKNIFTY26JUL62900PE","PE","30"
"62078","nse_fo","BANKNIFTY","BANKNIFTY26JUL63200PE","PE","30"
"62083","nse_fo","BANKNIFTY","BANKNIFTY26JUL63400CE","CE","30"
"62092","nse_fo","BANKNIFTY","BANKNIFTY26JUL63800PE","PE","30"
"62099","nse_fo","BANKNIFTY","BANKNIFTY26JUL64200CE","CE","30"
"62113","nse_fo","BANKNIFTY","BANKNIFTY26JUL64700CE","CE","30"
"62141","nse_fo","BANKNIFTY","BANKNIFTY26JUL65400CE","CE","30"
"62169","nse_fo","BANKNIFTY","BANKNIFTY26JUL66700CE","CE","30"
"62188","nse_fo","BANKNIFTY","BANKNIFTY26JUL67300PE","PE","30"
"62190","nse_fo","BANKNIFTY","BANKNIFTY26JUL67400PE","PE","30"
"62204","nse_fo","BANKNIFTY","BANKNIFTY26JUL67900PE","PE","30"
"62243","nse_fo","BANKNIFTY","BANKNIFTY26JUL69100PE","PE","30"
"62251","nse_fo","BANKNIFTY","BANKNIFTY26JUL69300PE","PE","30"
"62257","nse_fo","IOC","IOC26MAY76CE","CE","4875"
"62259","nse_fo","IOC","IOC26MAY80CE","CE","4875"
"62261","nse_fo","TMPV","TMPV26MAY210CE","CE","800"
"62264","nse_fo","IOC","IOC26MAY80PE","PE","4875"
"62266","nse_fo","IOC","IOC26MAY114PE","PE","4875"
"62272","nse_fo","BANKNIFTY","BANKNIFTY26JUL69800CE","CE","30"
"62281","nse_fo","BANKNIFTY","BANKNIFTY26JUL70100PE","PE","30"
"62285","nse_fo","IOC","IOC26MAY118PE","PE","4875"
"62286","nse_fo","BANKNIFTY","BANKNIFTY26JUL70200PE","PE","30"
"62293","nse_fo","BANKNIFTY","BANKNIFTY26JUL70500CE","CE","30"
"62298","nse_fo","BANKNIFTY","BANKNIFTY26JUL71500PE","PE","30"
"62312","nse_fo","BANKNIFTY","BANKNIFTY26JUL74500PE","PE","30"
"62316","nse_fo","BANKNIFTY","BANKNIFTY26JUL75500PE","PE","30"
"62322","nse_fo","BANKNIFTY","BANKNIFTY26JUL76000PE","PE","30"
"62333","nse_fo","ABCAPITAL","ABCAPITAL26JUNFUT","XX","3100"
"62337","nse_fo","BANKNIFTY","BANKNIFTY26JUL77500CE","CE","30"
"62341","nse_fo","FINNIFTY","FINNIFTY26MAY22250CE","CE","60"
"62345","nse_fo","ADANIPORTS","ADANIPORTS26JUNFUT","XX","475"
"62354","nse_fo","FINNIFTY","FINNIFTY26MAY22450PE","PE","60"
"62356","nse_fo","FINNIFTY","FINNIFTY26MAY22550PE","PE","60"
"62358","nse_fo","FINNIFTY","FINNIFTY26MAY22650PE","PE","60"
"62360","nse_fo","AMBUJACEM","AMBUJACEM26JUNFUT","XX","1050"
"62361","nse_fo","ANGELONE","ANGELONE26JUNFUT","XX","2500"
"62364","nse_fo","FINNIFTY","FINNIFTY26MAY22750CE","CE","60"
"62367","nse_fo","ASIANPAINT","ASIANPAINT26JUNFUT","XX","250"
"62371","nse_fo","AUBANK","AUBANK26JUNFUT","XX","1000"
"62399","nse_fo","FINNIFTY","FINNIFTY26MAY23150CE","CE","60"
"62405","nse_fo","FINNIFTY","FINNIFTY26MAY23350PE","PE","60"
"62421","nse_fo","FINNIFTY","FINNIFTY26MAY23950CE","CE","60"
"62441","nse_fo","FINNIFTY","FINNIFTY26MAY24350CE","CE","60"
"62442","nse_fo","FINNIFTY","FINNIFTY26MAY24350PE","PE","60"
"62443","nse_fo","FINNIFTY","FINNIFTY26MAY24450CE","CE","60"
"62448","nse_fo","FINNIFTY","FINNIFTY26MAY24650PE","PE","60"
"62457","nse_fo","FINNIFTY","FINNIFTY26MAY24750CE","CE","60"
"62458","nse_fo","FINNIFTY","FINNIFTY26MAY24750PE","PE","60"
"62459","nse_fo","FINNIFTY","FINNIFTY26MAY24850CE","CE","60"
"62468","nse_fo","FINNIFTY","FINNIFTY26MAY25250PE","PE","60"
"55952","nse_fo","TVSMOTOR","TVSMOTOR26JUL2600CE","CE","175"
"55954","nse_fo","TVSMOTOR","TVSMOTOR26JUL2680CE","CE","175"
"55960","nse_fo","OFSS","OFSS26MAY9830CE","CE","75"
"55968","nse_fo","UNIONBANK","UNIONBANK26JUN107.5CE","CE","4425"
"55977","nse_fo","NIFTY","NIFTY2662318400PE","PE","65"
"55989","nse_fo","NIFTY","NIFTY2662318650PE","PE","65"
"55990","nse_fo","NIFTY","NIFTY2662318700CE","CE","65"
"56001","nse_fo","NIFTY","NIFTY2662318900CE","CE","65"
"56004","nse_fo","NIFTY","NIFTY2662318950CE","CE","65"
"56013","nse_fo","NIFTY","NIFTY2662319100PE","PE","65"
"57321","nse_fo","NIFTY","NIFTY2660228850PE","PE","65"
"57330","nse_fo","NIFTY","NIFTY2660229100CE","CE","65"
"57339","nse_fo","NIFTY","NIFTY2660229250PE","PE","65"
"57343","nse_fo","NIFTY","NIFTY2660229350PE","PE","65"
"57356","nse_fo","NIFTY","NIFTY2660229700CE","CE","65"
"57369","nse_fo","COALINDIA","COALINDIA26MAY545CE","CE","1350"
"57382","nse_fo","NIFTY","NIFTY26JUN29800CE","CE","65"
"57384","nse_fo","NIFTY","NIFTY26JUN29850CE","CE","65"
"57386","nse_fo","PAGEIND","PAGEIND26JUN52000PE","PE","15"
"57387","nse_fo","PAGEIND","PAGEIND26JUL47500CE","CE","20"
"57390","nse_fo","PAGEIND","PAGEIND26JUL54000PE","PE","20"
"55701","nse_fo","NIFTY","NIFTY30DEC19500PE","PE","65"
"55702","nse_fo","NIFTY","NIFTY30DEC21000CE","CE","65"
"55704","nse_fo","NIFTY","NIFTY30DEC22500CE","CE","65"
"55708","nse_fo","KEI","KEI26MAY5950CE","CE","175"
"55713","nse_fo","PNB","PNB26MAY67PE","PE","8000"
"55717","nse_fo","KEI","KEI26MAY6600PE","PE","175"
"55724","nse_fo","PNB","PNB26JUN67CE","CE","8000"
"55738","nse_fo","POLICYBZR","POLICYBZR26MAY2140CE","CE","350"
"55742","nse_fo","KOTAKBANK","KOTAKBANK26JUN475CE","CE","2000"
"55745","nse_fo","BHARTIARTL","BHARTIARTL26MAY1240PE","PE","475"
"55747","nse_fo","POLICYBZR","POLICYBZR26JUN2140PE","PE","350"
"57052","nse_fo","NIFTY","NIFTY2660224050CE","CE","65"
"57054","nse_fo","NIFTY","NIFTY2660224100CE","CE","65"
"57058","nse_fo","NIFTY","NIFTY2660224200CE","CE","65"
"57077","nse_fo","INFY","INFY26JUN1740PE","PE","400"
"57079","nse_fo","ASHOKLEY","ASHOKLEY26MAY135CE","CE","5000"
"57081","nse_fo","NIFTY","NIFTY2660224450PE","PE","65"
"57091","nse_fo","NIFTY","NIFTY2660224600PE","PE","65"
"57094","nse_fo","NIFTY","NIFTY2660224700CE","CE","65"
"75834","nse_fo","BANKNIFTY","BANKNIFTY26JUN60400CE","CE","30"
"75837","nse_fo","BANKINDIA","BANKINDIA26JUL90CE","CE","5200"
"75839","nse_fo","BANKNIFTY","BANKNIFTY26JUN60500PE","PE","30"
"75850","nse_fo","BANKNIFTY","BANKNIFTY26JUN61000PE","PE","30"
"75859","nse_fo","ABB","ABB26MAY7000PE","PE","125"
"75865","nse_fo","ABB","ABB26MAY7300PE","PE","125"
"75880","nse_fo","BANKNIFTY","BANKNIFTY26JUN61200CE","CE","30"
"75892","nse_fo","BANKNIFTY","BANKNIFTY26JUN61700PE","PE","30"
"75904","nse_fo","BANKNIFTY","BANKNIFTY26JUN62300PE","PE","30"
"75907","nse_fo","BANKNIFTY","BANKNIFTY26JUN62500CE","CE","30"
"75909","nse_fo","BANKNIFTY","BANKNIFTY26JUN62600CE","CE","30"
"75938","nse_fo","BANKNIFTY","BANKNIFTY26JUN63700PE","PE","30"
"75946","nse_fo","BANKNIFTY","BANKNIFTY26JUN64100PE","PE","30"
"75955","nse_fo","BANKINDIA","BANKINDIA26JUL110PE","PE","5200"
"75958","nse_fo","BANKINDIA","BANKINDIA26JUL120CE","CE","5200"
"75968","nse_fo","BANKINDIA","BANKINDIA26JUL145CE","CE","5200"
"75970","nse_fo","BANKINDIA","BANKINDIA26JUL150CE","CE","5200"
"83281","nse_fo","AXISBANK","AXISBANK26MAY1420PE","PE","625"
"83288","nse_fo","AXISBANK","AXISBANK26MAY1500CE","CE","625"
"83290","nse_fo","AXISBANK","AXISBANK26MAY1520CE","CE","625"
"83297","nse_fo","AXISBANK","AXISBANK26MAY1580PE","PE","625"
"83299","nse_fo","AXISBANK","AXISBANK26MAY1600PE","PE","625"
"83332","nse_fo","ABCAPITAL","ABCAPITAL26MAY335PE","PE","3100"
"83343","nse_fo","ABCAPITAL","ABCAPITAL26JUN200CE","CE","3100"
"83350","nse_fo","COALINDIA","COALINDIA26JUN345CE","CE","1350"
"83357","nse_fo","ABCAPITAL","ABCAPITAL26JUN250CE","CE","3100"
"83360","nse_fo","ABCAPITAL","ABCAPITAL26JUN260PE","PE","3100"
"83361","nse_fo","ABCAPITAL","ABCAPITAL26JUN270CE","CE","3100"
"83362","nse_fo","ABCAPITAL","ABCAPITAL26JUN270PE","PE","3100"
"83365","nse_fo","ABCAPITAL","ABCAPITAL26JUN290CE","CE","3100"
"83370","nse_fo","ABCAPITAL","ABCAPITAL26JUN310PE","PE","3100"
"83406","nse_fo","COALINDIA","COALINDIA26JUN395CE","CE","1350"
"83407","nse_fo","COALINDIA","COALINDIA26JUN395PE","PE","1350"
"83409","nse_fo","COALINDIA","COALINDIA26JUN405PE","PE","1350"
"83430","nse_fo","ADANIENSOL","ADANIENSOL26JUN960PE","PE","675"
"83438","nse_fo","ADANIENSOL","ADANIENSOL26JUN1080PE","PE","675"
"83441","nse_fo","ADANIENSOL","ADANIENSOL26JUN1160CE","CE","675"
"83445","nse_fo","ADANIENSOL","ADANIENSOL26JUN1240CE","CE","675"
"83469","nse_fo","COALINDIA","COALINDIA26JUN445PE","PE","1350"
"83541","nse_fo","ADANIENT","ADANIENT26MAY1900PE","PE","309"
"83542","nse_fo","ADANIENT","ADANIENT26MAY1940CE","CE","309"
"83545","nse_fo","ADANIENT","ADANIENT26MAY1940PE","PE","309"
"83552","nse_fo","ADANIENT","ADANIENT26MAY2060CE","CE","309"
"83575","nse_fo","COALINDIA","COALINDIA26JUN465PE","PE","1350"
"83589","nse_fo","ADANIENT","ADANIENT26MAY2140PE","PE","309"
"83599","nse_fo","ADANIENT","ADANIENT26MAY2340PE","PE","309"
"83602","nse_fo","COALINDIA","COALINDIA26JUN535CE","CE","1350"
"83619","nse_fo","COALINDIA","COALINDIA26JUN575PE","PE","1350"
"83625","nse_fo","COALINDIA","COALINDIA26JUN630PE","PE","1350"
"83628","nse_fo","COALINDIA","COALINDIA26JUN660CE","CE","1350"
"83631","nse_fo","COALINDIA","COALINDIA26JUN670PE","PE","1350"
"83659","nse_fo","COALINDIA","COALINDIA26JUL420PE","PE","1350"
"83662","nse_fo","COALINDIA","COALINDIA26JUL440CE","CE","1350"
"83665","nse_fo","COALINDIA","COALINDIA26JUL450PE","PE","1350"
"83670","nse_fo","COALINDIA","COALINDIA26JUL480CE","CE","1350"
"83672","nse_fo","COALINDIA","COALINDIA26JUL490CE","CE","1350"
"83674","nse_fo","COALINDIA","COALINDIA26JUL500CE","CE","1350"
"83675","nse_fo","COALINDIA","COALINDIA26JUL500PE","PE","1350"
"83680","nse_fo","COALINDIA","COALINDIA26JUL530CE","CE","1350"
"83687","nse_fo","COALINDIA","COALINDIA26JUL560PE","PE","1350"
"83697","nse_fo","COALINDIA","COALINDIA26JUL610PE","PE","1350"
"83703","nse_fo","COCHINSHIP","COCHINSHIP26MAY2060PE","PE","400"
"83710","nse_fo","COCHINSHIP","COCHINSHIP26JUN1460CE","CE","400"
"83711","nse_fo","COCHINSHIP","COCHINSHIP26JUN1460PE","PE","400"
"83714","nse_fo","COCHINSHIP","COCHINSHIP26JUN1540CE","CE","400"
"83717","nse_fo","COCHINSHIP","COCHINSHIP26JUN1580PE","PE","400"
"83765","nse_fo","COCHINSHIP","COCHINSHIP26JUN2020CE","CE","400"
"83772","nse_fo","ADANIENT","ADANIENT26JUN1640CE","CE","309"
"83784","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY6800CE","CE","75"
"83787","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY7200PE","PE","75"
"83799","nse_fo","COCHINSHIP","COCHINSHIP26JUL1360PE","PE","400"
"83813","nse_fo","COCHINSHIP","COCHINSHIP26JUL1600PE","PE","400"
"83824","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY8800PE","PE","75"
"83827","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY9200CE","CE","75"
"83838","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY9600PE","PE","75"
"83840","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY9800CE","CE","75"
"83842","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY10000CE","CE","75"
"83849","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY10600PE","PE","75"
"83851","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY10800PE","PE","75"
"83858","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY11200CE","CE","75"
"83863","nse_fo","BAJAJ-AUTO","BAJAJ-AUTO26MAY11600PE","PE","75"
"83886","nse_fo","COCHINSHIP","COCHINSHIP26JUL1880CE","CE","400"
"83887","nse_fo","COCHINSHIP","COCHINSHIP26JUL1880PE","PE","400"
"83899","nse_fo","ADANIENT","ADANIENT26JUN1840PE","PE","309"
"83971","nse_fo","COFORGE","COFORGE26JUN980CE","CE","375"
"83972","nse_fo","ADANIENT","ADANIENT26JUN2240PE","PE","309"
"83975","nse_fo","COFORGE","COFORGE26JUN1020CE","CE","375"
"55490","nse_fo","NIFTY","NIFTY28JUN43500CE","CE","65"
"55494","nse_fo","NIFTY","NIFTY28JUN46500CE","CE","65"
"55507","nse_fo","NIFTY","NIFTY28DEC4500PE","PE","65"
"55528","nse_fo","NIFTY","NIFTY28DEC34500CE","CE","65"
"55551","nse_fo","NIFTY","NIFTY29JUN7500PE","PE","65"
"55553","nse_fo","NIFTY","NIFTY29JUN10500PE","PE","65"
"55557","nse_fo","NIFTY","NIFTY29JUN16500PE","PE","65"
"55561","nse_fo","NIFTY","NIFTY29JUN22500PE","PE","65"
"55570","nse_fo","NIFTY","NIFTY29JUN37500CE","CE","65"
"55578","nse_fo","NIFTY","NIFTY29JUN45000CE","CE","65"
"55580","nse_fo","NIFTY","NIFTY29JUN46500CE","CE","65"
"55588","nse_fo","NIFTY","NIFTY29DEC6000CE","CE","65"
"55596","nse_fo","NIFTY","NIFTY29DEC13500CE","CE","65"
"55620","nse_fo","NIFTY","NIFTY29DEC43500CE","CE","65"
"55622","nse_fo","NIFTY","NIFTY29DEC45000CE","CE","65"
"55625","nse_fo","NIFTY","NIFTY29DEC46500PE","PE","65"
"55641","nse_fo","NIFTY","NIFTY30JUN16500PE","PE","65"
"55662","nse_fo","NIFTY","NIFTY30JUN45000CE","CE","65"
"55679","nse_fo","NIFTY","NIFTY30DEC7500PE","PE","65"
"56968","nse_fo","NIFTY","NIFTY2660222400CE","CE","65"
"57007","nse_fo","NIFTY","NIFTY2660222900PE","PE","65"
"75599","nse_fo","BANKNIFTY","BANKNIFTY26JUN54900PE","PE","30"
"75605","nse_fo","BANKNIFTY","BANKNIFTY26JUN55200PE","PE","30"
"75616","nse_fo","BANKNIFTY","BANKNIFTY26JUN55900CE","CE","30"
"75638","nse_fo","BANKNIFTY","BANKNIFTY26JUN57100CE","CE","30"
"75652","nse_fo","BANKNIFTY","BANKNIFTY26JUN57300CE","CE","30"
"75659","nse_fo","ABB","ABB26MAY5200PE","PE","125"
"75661","nse_fo","BANKNIFTY","BANKNIFTY26JUN57500CE","CE","30"
"75736","nse_fo","BANKINDIA","BANKINDIA26JUN142.5CE","CE","5200"
"75745","nse_fo","ABB","ABB26MAY5700PE","PE","125"
"75748","nse_fo","BANKNIFTY","BANKNIFTY26JUN57800PE","PE","30"
"75760","nse_fo","BANKNIFTY","BANKNIFTY26JUN58400PE","PE","30"
"75766","nse_fo","BANKINDIA","BANKINDIA26JUN162.5CE","CE","5200"
"75776","nse_fo","BANKINDIA","BANKINDIA26JUN167.5CE","CE","5200"
"75783","nse_fo","ABB","ABB26MAY6600CE","CE","125"
"75784","nse_fo","ABB","ABB26MAY6600PE","PE","125"
"75787","nse_fo","BANKINDIA","BANKINDIA26JUN172.5PE","PE","5200"
"75795","nse_fo","BANKNIFTY","BANKNIFTY26JUN58700PE","PE","30"
"75815","nse_fo","BANKNIFTY","BANKNIFTY26JUN59600CE","CE","30"
"82536","nse_fo","CHOLAFIN","CHOLAFIN26JUL1960PE","PE","625"
"82542","nse_fo","CHOLAFIN","CHOLAFIN26JUL2160PE","PE","625"
"82543","nse_fo","CHOLAFIN","CHOLAFIN26JUL2240CE","CE","625"
"82560","nse_fo","360ONE","360ONE26JUN1240PE","PE","500"
"82562","nse_fo","360ONE","360ONE26JUN1280PE","PE","500"
"82564","nse_fo","360ONE","360ONE26JUN1320PE","PE","500"
