pSymbol,pExchSeg,pSymbolName,pTrdSymbol,pOptionType,lLotSize
"107170","nse_fo","IREDA","IREDA26JUL146PE","PE","4525"
"107176","nse_fo","IREDA","IREDA26JUL150PE","PE","4525"
"107206","nse_fo","IREDA","IREDA26JUL176PE","PE","4525"
"107209","nse_fo","IREDA","IREDA26JUL184CE","CE","4525"
"107229","nse_fo","IRFC","IRFC26JUN83CE","CE","4250"
"107233","nse_fo","IRFC","IRFC26JUN87CE","CE","4250"
"107234","nse_fo","IRFC","IRFC26JUN87PE","PE","4250"
"107267","nse_fo","HDFCAMC","HDFCAMC26MAY1920CE","CE","300"
"107268","nse_fo","HDFCAMC","HDFCAMC26MAY1920PE","PE","300"
"107275","nse_fo","HDFCAMC","HDFCAMC26MAY2080CE","CE","300"
"107298","nse_fo","HDFCAMC","HDFCAMC26MAY2520PE","PE","300"
"107300","nse_fo","HDFCAMC","HDFCAMC26MAY2560PE","PE","300"
"107305","nse_fo","HDFCAMC","HDFCAMC26MAY2680CE","CE","300"
"107312","nse_fo","HDFCAMC","HDFCAMC26MAY2800PE","PE","300"
"107319","nse_fo","HDFCAMC","HDFCAMC26MAY2960CE","CE","300"
"107320","nse_fo","HDFCAMC","HDFCAMC26MAY2960PE","PE","300"
"107343","nse_fo","IRFC","IRFC26JUN101CE","CE","4250"
"107354","nse_fo","DMART","DMART26MAY3650PE","PE","150"
"107358","nse_fo","IRFC","IRFC26JUN105CE","CE","4250"
"107367","nse_fo","IRFC","IRFC26JUN109PE","PE","4250"
"107368","nse_fo","IRFC","IRFC26JUN111CE","CE","4250"
"107378","nse_fo","IRFC","IRFC26JUN119CE","CE","4250"
"107399","nse_fo","IRFC","IRFC26JUN133CE","CE","4250"
"107413","nse_fo","DMART","DMART26MAY4250PE","PE","150"
"107420","nse_fo","DMART","DMART26MAY4650CE","CE","150"
"107445","nse_fo","DMART","DMART26JUN2800PE","PE","150"
"107448","nse_fo","IRFC","IRFC26JUL56CE","CE","5425"
"107468","nse_fo","IRFC","IRFC26JUL60PE","PE","5425"
"107520","nse_fo","DMART","DMART26JUN4500CE","CE","150"
"107525","nse_fo","DMART","DMART26JUN4700PE","PE","150"
"107533","nse_fo","IRFC","IRFC26JUL82CE","CE","5425"
"107546","nse_fo","DMART","DMART26JUN5000CE","CE","150"
"107549","nse_fo","DMART","DMART26JUN5100PE","PE","150"
"107551","nse_fo","DMART","DMART26JUN5200PE","PE","150"
"107557","nse_fo","DMART","DMART26JUN5600CE","CE","150"
"107561","nse_fo","DMART","DMART26JUN5600PE","PE","150"
"107570","nse_fo","DRREDDY","DRREDDY26MAY740CE","CE","625"
"107617","nse_fo","IRFC","IRFC26JUL102CE","CE","5425"
"107641","nse_fo","IRFC","IRFC26JUL124CE","CE","5425"
"107644","nse_fo","DRREDDY","DRREDDY26MAY990CE","CE","625"
"107662","nse_fo","HDFCBANK","HDFCBANK26MAY680PE","PE","550"
"107677","nse_fo","IRFC","IRFC26JUL130CE","CE","5425"
"107681","nse_fo","DRREDDY","DRREDDY26MAY1130CE","CE","625"
"107683","nse_fo","DRREDDY","DRREDDY26MAY1150CE","CE","625"
"107684","nse_fo","DRREDDY","DRREDDY26MAY1150PE","PE","625"
"107689","nse_fo","DRREDDY","DRREDDY26MAY1210CE","CE","625"
"107695","nse_fo","HDFCBANK","HDFCBANK26MAY750PE","PE","550"
"107701","nse_fo","HDFCBANK","HDFCBANK26MAY780PE","PE","550"
"107708","nse_fo","HDFCBANK","HDFCBANK26MAY820CE","CE","550"
"107712","nse_fo","HDFCBANK","HDFCBANK26MAY840CE","CE","550"
"107726","nse_fo","HDFCBANK","HDFCBANK26MAY880CE","CE","550"
"107727","nse_fo","HDFCBANK","HDFCBANK26MAY880PE","PE","550"
"107730","nse_fo","HDFCBANK","HDFCBANK26MAY900CE","CE","550"
"107734","nse_fo","HDFCBANK","HDFCBANK26MAY920CE","CE","550"
"107757","nse_fo","HDFCBANK","HDFCBANK26MAY1010CE","CE","550"
"107764","nse_fo","IRFC","IRFC26JUL140CE","CE","5425"
"107809","nse_fo","DRREDDY","DRREDDY26MAY1350PE","PE","625"
"107818","nse_fo","IRFC","IRFC26JUL152PE","PE","5425"
"107821","nse_fo","ITC","ITC26JUN185CE","CE","1600"
"107833","nse_fo","ITC","ITC26JUN237.5CE","CE","1600"
"107834","nse_fo","ITC","ITC26JUN237.5PE","PE","1600"
"107837","nse_fo","ITC","ITC26JUN247.5CE","CE","1600"
"107850","nse_fo","ITC","ITC26JUN267.5PE","PE","1600"
"107854","nse_fo","DRREDDY","DRREDDY26MAY1490CE","CE","625"
"107857","nse_fo","ITC","ITC26JUN277.5CE","CE","1600"
"107870","nse_fo","DRREDDY","DRREDDY26MAY1550CE","CE","625"
"107883","nse_fo","HDFCBANK","HDFCBANK26MAY1040PE","PE","550"
"107896","nse_fo","HDFCBANK","HDFCBANK26MAY1090CE","CE","550"
"107592","nse_fo","IRFC","IRFC26JUL90PE","PE","5425"
"107614","nse_fo","IRFC","IRFC26JUL100PE","PE","5425"
"107626","nse_fo","IRFC","IRFC26JUL110PE","PE","5425"
"107639","nse_fo","IRFC","IRFC26JUL122CE","CE","5425"
"107649","nse_fo","HDFCBANK","HDFCBANK26MAY600CE","CE","550"
"107657","nse_fo","HDFCBANK","HDFCBANK26MAY660CE","CE","550"
"107659","nse_fo","HDFCBANK","HDFCBANK26MAY680CE","CE","550"
"107675","nse_fo","DRREDDY","DRREDDY26MAY1110CE","CE","625"
"107685","nse_fo","DRREDDY","DRREDDY26MAY1170CE","CE","625"
"107690","nse_fo","DRREDDY","DRREDDY26MAY1210PE","PE","625"
"107691","nse_fo","HDFCBANK","HDFCBANK26MAY730PE","PE","550"
"107698","nse_fo","HDFCBANK","HDFCBANK26MAY770CE","CE","550"
"107706","nse_fo","HDFCBANK","HDFCBANK26MAY810CE","CE","550"
"107715","nse_fo","HDFCBANK","HDFCBANK26MAY850PE","PE","550"
"107716","nse_fo","HDFCBANK","HDFCBANK26MAY860CE","CE","550"
"107722","nse_fo","IRFC","IRFC26JUL132PE","PE","5425"
"107740","nse_fo","HDFCBANK","HDFCBANK26MAY950CE","CE","550"
"107741","nse_fo","HDFCBANK","HDFCBANK26MAY950PE","PE","550"
"107766","nse_fo","IRFC","IRFC26JUL144CE","CE","5425"
"107807","nse_fo","IRFC","IRFC26JUL152CE","CE","5425"
"107810","nse_fo","DRREDDY","DRREDDY26MAY1370CE","CE","625"
"107815","nse_fo","DRREDDY","DRREDDY26MAY1410PE","PE","625"
"107838","nse_fo","ITC","ITC26JUN247.5PE","PE","1600"
"107841","nse_fo","DRREDDY","DRREDDY26MAY1430CE","CE","625"
"107844","nse_fo","ITC","ITC26JUN257.5CE","CE","1600"
"107852","nse_fo","DRREDDY","DRREDDY26MAY1470CE","CE","625"
"107862","nse_fo","ITC","ITC26JUN282.5CE","CE","1600"
"107871","nse_fo","ITC","ITC26JUN297.5PE","PE","1600"
"107891","nse_fo","HDFCBANK","HDFCBANK26MAY1070PE","PE","550"
"107913","nse_fo","ITC","ITC26JUN357.5PE","PE","1600"
"107919","nse_fo","ITC","ITC26JUN372.5PE","PE","1600"
"107940","nse_fo","ITC","ITC26JUL170CE","CE","1725"
"107949","nse_fo","DRREDDY","DRREDDY26MAY1700CE","CE","625"
"107975","nse_fo","ITC","ITC26JUL240PE","PE","1725"
"107978","nse_fo","ITC","ITC26JUL250CE","CE","1725"
"107979","nse_fo","DRREDDY","DRREDDY26MAY1740PE","PE","625"
"108020","nse_fo","ITC","ITC26JUL260PE","PE","1725"
"108021","nse_fo","ITC","ITC26JUL265CE","CE","1725"
"108031","nse_fo","DRREDDY","DRREDDY26JUN900CE","CE","625"
"108033","nse_fo","DRREDDY","DRREDDY26JUN920CE","CE","625"
"108036","nse_fo","DRREDDY","DRREDDY26JUN940PE","PE","625"
"108044","nse_fo","DRREDDY","DRREDDY26JUN1020PE","PE","625"
"108059","nse_fo","ITC","ITC26JUL275CE","CE","1725"
"108061","nse_fo","ITC","ITC26JUL280CE","CE","1725"
"108066","nse_fo","ITC","ITC26JUL285PE","PE","1725"
"108067","nse_fo","ITC","ITC26JUL290CE","CE","1725"
"108071","nse_fo","ITC","ITC26JUL300CE","CE","1725"
"108075","nse_fo","ITC","ITC26JUL310CE","CE","1725"
"108082","nse_fo","DRREDDY","DRREDDY26JUN1240CE","CE","625"
"108090","nse_fo","ITC","ITC26JUL325PE","PE","1725"
"108091","nse_fo","ITC","ITC26JUL330CE","CE","1725"
"108107","nse_fo","ITC","ITC26JUL365PE","PE","1725"
"108116","nse_fo","ITC","ITC26JUL380CE","CE","1725"
"108128","nse_fo","ITC","ITC26JUL400CE","CE","1725"
"108138","nse_fo","ITC","ITC26JUL440CE","CE","1725"
"108139","nse_fo","ITC","ITC26JUL440PE","PE","1725"
"108140","nse_fo","ITC","ITC26JUL450CE","CE","1725"
"108150","nse_fo","JINDALSTEL","JINDALSTEL26JUN1010CE","CE","625"
"108157","nse_fo","JINDALSTEL","JINDALSTEL26JUN1070PE","PE","625"
"108158","nse_fo","JINDALSTEL","JINDALSTEL26JUN1090CE","CE","625"
"108160","nse_fo","JINDALSTEL","JINDALSTEL26JUN1110CE","CE","625"
"108171","nse_fo","JINDALSTEL","JINDALSTEL26JUN1170PE","PE","625"
"108176","nse_fo","DRREDDY","DRREDDY26JUN1360PE","PE","625"
"108178","nse_fo","DRREDDY","DRREDDY26JUN1380PE","PE","625"
"108181","nse_fo","DRREDDY","DRREDDY26JUN1420CE","CE","625"
"108182","nse_fo","DRREDDY","DRREDDY26JUN1420PE","PE","625"
"108198","nse_fo","DRREDDY","DRREDDY26JUN1540CE","CE","625"
"108199","nse_fo","DRREDDY","DRREDDY26JUN1540PE","PE","625"
"108203","nse_fo","JINDALSTEL","JINDALSTEL26JUN1230PE","PE","625"
"108209","nse_fo","DRREDDY","DRREDDY26JUN1640CE","CE","625"
"108210","nse_fo","DRREDDY","DRREDDY26JUN1640PE","PE","625"
"108217","nse_fo","DRREDDY","DRREDDY26JUN1720PE","PE","625"
"108219","nse_fo","HDFCLIFE","HDFCLIFE26MAY520PE","PE","1100"
"108236","nse_fo","HDFCLIFE","HDFCLIFE26MAY700CE","CE","1100"
"108243","nse_fo","HDFCLIFE","HDFCLIFE26MAY760PE","PE","1100"
"108268","nse_fo","JINDALSTEL","JINDALSTEL26JUN1370CE","CE","625"
"108277","nse_fo","JINDALSTEL","JINDALSTEL26JUN1450PE","PE","625"
"108279","nse_fo","JINDALSTEL","JINDALSTEL26JUN1470PE","PE","625"
"109511","nse_fo","ETERNAL","ETERNAL26JUN260CE","CE","2425"
"109546","nse_fo","JSWSTEEL","JSWSTEEL26JUN1010CE","CE","675"
"109554","nse_fo","JSWSTEEL","JSWSTEEL26JUN1070PE","PE","675"
"109558","nse_fo","JSWSTEEL","JSWSTEEL26JUN1110PE","PE","675"
"109574","nse_fo","HINDPETRO","HINDPETRO26MAY280CE","CE","2025"
"109584","nse_fo","HINDPETRO","HINDPETRO26MAY320CE","CE","2025"
"109596","nse_fo","HINDPETRO","HINDPETRO26MAY380CE","CE","2025"
"109606","nse_fo","HINDPETRO","HINDPETRO26MAY410PE","PE","2025"
"109607","nse_fo","HINDPETRO","HINDPETRO26MAY420CE","CE","2025"
"109611","nse_fo","JSWSTEEL","JSWSTEEL26JUN1250CE","CE","675"
"109619","nse_fo","HINDPETRO","HINDPETRO26MAY470CE","CE","2025"
"109621","nse_fo","HINDPETRO","HINDPETRO26MAY480CE","CE","2025"
"109680","nse_fo","HINDPETRO","HINDPETRO26MAY490PE","PE","2025"
"109717","nse_fo","EXIDEIND","EXIDEIND26MAY332.5CE","CE","1800"
"109727","nse_fo","EXIDEIND","EXIDEIND26MAY352.5CE","CE","1800"
"109729","nse_fo","EXIDEIND","EXIDEIND26MAY357.5CE","CE","1800"
"109735","nse_fo","JSWSTEEL","JSWSTEEL26JUN1450CE","CE","675"
"109750","nse_fo","EXIDEIND","EXIDEIND26MAY372.5CE","CE","1800"
"109754","nse_fo","JSWSTEEL","JSWSTEEL26JUN1470CE","CE","675"
"109780","nse_fo","EXIDEIND","EXIDEIND26JUN250CE","CE","1800"
"109789","nse_fo","EXIDEIND","EXIDEIND26JUN270CE","CE","1800"
"109796","nse_fo","EXIDEIND","EXIDEIND26JUN275PE","PE","1800"
"109817","nse_fo","JSWSTEEL","JSWSTEEL26JUN1590CE","CE","675"
"109831","nse_fo","JSWSTEEL","JSWSTEEL26JUL840CE","CE","675"
"109836","nse_fo","JSWSTEEL","JSWSTEEL26JUL920PE","PE","675"
"109845","nse_fo","JSWSTEEL","JSWSTEEL26JUL1020CE","CE","675"
"109848","nse_fo","JSWSTEEL","JSWSTEEL26JUL1040PE","PE","675"
"109851","nse_fo","JSWSTEEL","JSWSTEEL26JUL1080CE","CE","675"
"109863","nse_fo","JSWSTEEL","JSWSTEEL26JUL1120CE","CE","675"
"109875","nse_fo","EXIDEIND","EXIDEIND26JUN320PE","PE","1800"
"109892","nse_fo","JSWSTEEL","JSWSTEEL26JUL1220CE","CE","675"
"109900","nse_fo","EXIDEIND","EXIDEIND26JUN325PE","PE","1800"
"109903","nse_fo","JSWSTEEL","JSWSTEEL26JUL1300PE","PE","675"
"109905","nse_fo","EXIDEIND","EXIDEIND26JUN335CE","CE","1800"
"109920","nse_fo","JSWSTEEL","JSWSTEEL26JUL1360PE","PE","675"
"109944","nse_fo","EXIDEIND","EXIDEIND26JUN375PE","PE","1800"
"109965","nse_fo","JSWSTEEL","JSWSTEEL26JUL1440PE","PE","675"
"109972","nse_fo","JSWSTEEL","JSWSTEEL26JUL1520CE","CE","675"
"109974","nse_fo","JSWSTEEL","JSWSTEEL26JUL1540CE","CE","675"
"109989","nse_fo","JSWSTEEL","JSWSTEEL26JUL1720PE","PE","675"
"109990","nse_fo","JSWSTEEL","JSWSTEEL26JUL1760CE","CE","675"
"110004","nse_fo","JUBLFOOD","JUBLFOOD26JUN355PE","PE","1250"
"110015","nse_fo","JUBLFOOD","JUBLFOOD26JUN415CE","CE","1250"
"110016","nse_fo","JUBLFOOD","JUBLFOOD26JUN415PE","PE","1250"
"110025","nse_fo","JUBLFOOD","JUBLFOOD26JUN465CE","CE","1250"
"110026","nse_fo","JUBLFOOD","JUBLFOOD26JUN465PE","PE","1250"
"110029","nse_fo","JUBLFOOD","JUBLFOOD26JUN485CE","CE","1250"
"110038","nse_fo","JUBLFOOD","JUBLFOOD26JUN505PE","PE","1250"
"110052","nse_fo","HINDUNILVR","HINDUNILVR26MAY1640CE","CE","300"
"110053","nse_fo","HINDUNILVR","HINDUNILVR26MAY1640PE","PE","300"
"110059","nse_fo","JUBLFOOD","JUBLFOOD26JUN575CE","CE","1250"
"110866","nse_fo","FORCEMOT","FORCEMOT26MAY18500PE","PE","25"
"110872","nse_fo","KAYNES","KAYNES26JUL2900PE","PE","150"
"110878","nse_fo","KAYNES","KAYNES26JUL3200CE","CE","150"
"110884","nse_fo","KAYNES","KAYNES26JUL3500CE","CE","150"
"110886","nse_fo","KAYNES","KAYNES26JUL3500PE","PE","150"
"110897","nse_fo","KAYNES","KAYNES26JUL4000PE","PE","150"
"110903","nse_fo","KAYNES","KAYNES26JUL4300PE","PE","150"
"110913","nse_fo","KAYNES","KAYNES26JUL4600CE","CE","150"
"111230","nse_fo","ICICIBANK","ICICIBANK26MAY1520PE","PE","700"
"111235","nse_fo","ICICIBANK","ICICIBANK26MAY1560CE","CE","700"
"111239","nse_fo","ICICIBANK","ICICIBANK26MAY1600CE","CE","700"
"111241","nse_fo","FORCEMOT","FORCEMOT26JUN28000CE","CE","25"
"111242","nse_fo","FORCEMOT","FORCEMOT26JUN28000PE","PE","25"
"111247","nse_fo","ICICIBANK","ICICIBANK26MAY1640PE","PE","700"
"111256","nse_fo","ICICIBANK","ICICIBANK26MAY1740CE","CE","700"
"111260","nse_fo","KEI","KEI26JUN5850CE","CE","175"
"111262","nse_fo","KEI","KEI26JUN5950CE","CE","175"
"111263","nse_fo","KEI","KEI26JUN5950PE","PE","175"
"111275","nse_fo","KEI","KEI26JUN6700PE","PE","175"
"111279","nse_fo","KEI","KEI26JUL3200PE","PE","175"
"111331","nse_fo","KEI","KEI26JUL4300CE","CE","175"
"111343","nse_fo","KEI","KEI26JUL4800CE","CE","175"
"111344","nse_fo","KEI","KEI26JUL4800PE","PE","175"
"111368","nse_fo","KEI","KEI26JUL5700PE","PE","175"
"111376","nse_fo","KEI","KEI26JUL5900PE","PE","175"
"111384","nse_fo","KEI","KEI26JUL6000PE","PE","175"
"111389","nse_fo","KEI","KEI26JUL6400CE","CE","175"
"111435","nse_fo","FORTIS","FORTIS26MAY730PE","PE","775"
"111444","nse_fo","FORTIS","FORTIS26MAY830CE","CE","775"
"111886","nse_fo","GAIL","GAIL26MAY139PE","PE","3150"
"111888","nse_fo","GAIL","GAIL26MAY141PE","PE","3150"
"111904","nse_fo","GAIL","GAIL26MAY157PE","PE","3150"
"111908","nse_fo","GAIL","GAIL26MAY161PE","PE","3150"
"111910","nse_fo","GAIL","GAIL26MAY163CE","CE","3150"
"111912","nse_fo","GAIL","GAIL26MAY165CE","CE","3150"
"111914","nse_fo","GAIL","GAIL26MAY167CE","CE","3150"
"111917","nse_fo","GAIL","GAIL26MAY169PE","PE","3150"
"111948","nse_fo","KOTAKBANK","KOTAKBANK26JUN312.5CE","CE","2000"
"111954","nse_fo","ICICIPRULI","ICICIPRULI26MAY400PE","PE","925"
"111965","nse_fo","ICICIPRULI","ICICIPRULI26MAY480CE","CE","925"
"111977","nse_fo","ICICIPRULI","ICICIPRULI26MAY500PE","PE","925"
"111983","nse_fo","ICICIPRULI","ICICIPRULI26MAY520CE","CE","925"
"111991","nse_fo","ICICIPRULI","ICICIPRULI26MAY560CE","CE","925"
"111994","nse_fo","KOTAKBANK","KOTAKBANK26JUN317.5CE","CE","2000"
"110030","nse_fo","JUBLFOOD","JUBLFOOD26JUN485PE","PE","1250"
"110043","nse_fo","JUBLFOOD","JUBLFOOD26JUN535CE","CE","1250"
"110044","nse_fo","JUBLFOOD","JUBLFOOD26JUN535PE","PE","1250"
"110045","nse_fo","JUBLFOOD","JUBLFOOD26JUN545CE","CE","1250"
"110047","nse_fo","HINDUNILVR","HINDUNILVR26MAY1520PE","PE","300"
"110049","nse_fo","JUBLFOOD","JUBLFOOD26JUN555PE","PE","1250"
"110060","nse_fo","JUBLFOOD","JUBLFOOD26JUN575PE","PE","1250"
"110076","nse_fo","JUBLFOOD","JUBLFOOD26JUL300PE","PE","1250"
"110091","nse_fo","HINDUNILVR","HINDUNILVR26MAY1840PE","PE","300"
"110093","nse_fo","HINDUNILVR","HINDUNILVR26MAY1880PE","PE","300"
"110095","nse_fo","JUBLFOOD","JUBLFOOD26JUL360CE","CE","1250"
"110126","nse_fo","HINDUNILVR","HINDUNILVR26MAY2240PE","PE","300"
"110139","nse_fo","HINDUNILVR","HINDUNILVR26MAY2520CE","CE","300"
"110141","nse_fo","HINDUNILVR","HINDUNILVR26MAY2560CE","CE","300"
"110155","nse_fo","HINDUNILVR","HINDUNILVR26MAY2640CE","CE","300"
"110158","nse_fo","HINDUNILVR","HINDUNILVR26MAY2680CE","CE","300"
"110557","nse_fo","FEDERALBNK","FEDERALBNK26JUN305PE","PE","2500"
"110562","nse_fo","FEDERALBNK","FEDERALBNK26JUN310PE","PE","2500"
"110564","nse_fo","FEDERALBNK","FEDERALBNK26JUN315PE","PE","2500"
"110569","nse_fo","HINDZINC","HINDZINC26MAY600CE","CE","1225"
"110575","nse_fo","HINDZINC","HINDZINC26MAY610PE","PE","1225"
"110600","nse_fo","HINDZINC","HINDZINC26MAY740CE","CE","1225"
"110608","nse_fo","KALYANKJIL","KALYANKJIL26JUL390CE","CE","1350"
"110613","nse_fo","KALYANKJIL","KALYANKJIL26JUL410PE","PE","1350"
"110631","nse_fo","FEDERALBNK","FEDERALBNK26JUN335CE","CE","2500"
"106255","nse_fo","DIXON","DIXON26JUN8000PE","PE","50"
"106256","nse_fo","DIXON","DIXON26JUN8200CE","CE","50"
"106263","nse_fo","DIXON","DIXON26JUN8800PE","PE","50"
"106265","nse_fo","DIXON","DIXON26JUN9000PE","PE","50"
"106269","nse_fo","HAVELLS","HAVELLS26MAY1400CE","CE","500"
"106273","nse_fo","DIXON","DIXON26JUN9800CE","CE","50"
"106285","nse_fo","HAVELLS","HAVELLS26MAY1400PE","PE","500"
"106289","nse_fo","HAVELLS","HAVELLS26MAY1420PE","PE","500"
"106294","nse_fo","IOC","IOC26JUN190PE","PE","4875"
"106313","nse_fo","HAVELLS","HAVELLS26MAY1580PE","PE","500"
"106314","nse_fo","HAVELLS","HAVELLS26MAY1600CE","CE","500"
"106315","nse_fo","IOC","IOC26JUN202PE","PE","4875"
"106328","nse_fo","IOC","IOC26JUL72CE","CE","4875"
"106343","nse_fo","HAVELLS","HAVELLS26MAY1640PE","PE","500"
"106345","nse_fo","HAVELLS","HAVELLS26MAY1660PE","PE","500"
"106348","nse_fo","HAVELLS","HAVELLS26MAY1700CE","CE","500"
"106350","nse_fo","HAVELLS","HAVELLS26MAY1700PE","PE","500"
"106351","nse_fo","HAVELLS","HAVELLS26MAY1720CE","CE","500"
"106359","nse_fo","IOC","IOC26JUL100CE","CE","4875"
"106360","nse_fo","IOC","IOC26JUL100PE","PE","4875"
"106376","nse_fo","IOC","IOC26JUL118PE","PE","4875"
"106408","nse_fo","IOC","IOC26JUL132CE","CE","4875"
"106436","nse_fo","IOC","IOC26JUL146PE","PE","4875"
"106455","nse_fo","DIXON","DIXON26JUN12200CE","CE","50"
"106471","nse_fo","DIXON","DIXON26JUN12800CE","CE","50"
"106473","nse_fo","DIXON","DIXON26JUN13200CE","CE","50"
"106474","nse_fo","DIXON","DIXON26JUN13200PE","PE","50"
"106547","nse_fo","IOC","IOC26JUL156PE","PE","4875"
"106603","nse_fo","IOC","IOC26JUL178CE","CE","4875"
"106606","nse_fo","IOC","IOC26JUL180PE","PE","4875"
"106651","nse_fo","DLF","DLF26MAY390CE","CE","825"
"106666","nse_fo","DLF","DLF26MAY435PE","PE","825"
"106669","nse_fo","DLF","DLF26MAY450CE","CE","825"
"106696","nse_fo","IOC","IOC26JUL192PE","PE","4875"
"106719","nse_fo","IOC","IOC26JUL208PE","PE","4875"
"106740","nse_fo","IREDA","IREDA26JUN111CE","CE","3450"
"106741","nse_fo","IREDA","IREDA26JUN111PE","PE","3450"
"106744","nse_fo","IREDA","IREDA26JUN115CE","CE","3450"
"106750","nse_fo","IREDA","IREDA26JUN121CE","CE","3450"
"106752","nse_fo","IREDA","IREDA26JUN123CE","CE","3450"
"106761","nse_fo","DLF","DLF26MAY495CE","CE","825"
"106776","nse_fo","HCLTECH","HCLTECH26MAY1160CE","CE","350"
"106783","nse_fo","DLF","DLF26MAY545CE","CE","825"
"106792","nse_fo","DLF","DLF26MAY570PE","PE","825"
"106795","nse_fo","DLF","DLF26MAY585CE","CE","825"
"106796","nse_fo","DLF","DLF26MAY585PE","PE","825"
"106807","nse_fo","IREDA","IREDA26JUN131PE","PE","3450"
"106821","nse_fo","IREDA","IREDA26JUN139CE","CE","3450"
"106824","nse_fo","DLF","DLF26MAY615CE","CE","825"
"106830","nse_fo","HCLTECH","HCLTECH26MAY1480CE","CE","350"
"106836","nse_fo","HCLTECH","HCLTECH26MAY1600CE","CE","350"
"106840","nse_fo","HCLTECH","HCLTECH26MAY1680CE","CE","350"
"106843","nse_fo","HCLTECH","HCLTECH26MAY1720PE","PE","350"
"106845","nse_fo","HCLTECH","HCLTECH26MAY1760PE","PE","350"
"106867","nse_fo","DLF","DLF26MAY655PE","PE","825"
"106877","nse_fo","DLF","DLF26MAY710CE","CE","825"
"106896","nse_fo","IREDA","IREDA26JUN145PE","PE","3450"
"106899","nse_fo","DLF","DLF26JUN360PE","PE","825"
"106904","nse_fo","DLF","DLF26JUN380PE","PE","825"
"106941","nse_fo","DLF","DLF26JUN450CE","CE","825"
"106943","nse_fo","DLF","DLF26JUN460CE","CE","825"
"106982","nse_fo","IREDA","IREDA26JUN163CE","CE","3450"
"106994","nse_fo","DLF","DLF26JUN510PE","PE","825"
"107004","nse_fo","IREDA","IREDA26JUN173PE","PE","3450"
"107011","nse_fo","DLF","DLF26JUN540PE","PE","825"
"107029","nse_fo","IREDA","IREDA26JUN190CE","CE","3450"
"107041","nse_fo","DLF","DLF26JUN600PE","PE","825"
"107048","nse_fo","IREDA","IREDA26JUL106CE","CE","4525"
"107051","nse_fo","DLF","DLF26JUN610PE","PE","825"
"107053","nse_fo","IREDA","IREDA26JUL108PE","PE","4525"
"107063","nse_fo","DLF","DLF26JUN650PE","PE","825"
"107066","nse_fo","DLF","DLF26JUN680CE","CE","825"
"107077","nse_fo","IREDA","IREDA26JUL116CE","CE","4525"
"108698","nse_fo","JIOFIN","JIOFIN26JUN182.5PE","PE","2350"
"108709","nse_fo","EICHERMOT","EICHERMOT26JUN8100PE","PE","100"
"108710","nse_fo","EICHERMOT","EICHERMOT26JUN8200CE","CE","100"
"108717","nse_fo","JIOFIN","JIOFIN26JUN212.5CE","CE","2350"
"108725","nse_fo","JIOFIN","JIOFIN26JUN232.5CE","CE","2350"
"108731","nse_fo","JIOFIN","JIOFIN26JUN247.5CE","CE","2350"
"108732","nse_fo","EICHERMOT","EICHERMOT26JUN8400CE","CE","100"
"108738","nse_fo","EICHERMOT","EICHERMOT26JUN9000CE","CE","100"
"108740","nse_fo","EICHERMOT","EICHERMOT26JUN9200CE","CE","100"
"108761","nse_fo","JIOFIN","JIOFIN26JUN262.5PE","PE","2350"
"108770","nse_fo","JIOFIN","JIOFIN26JUN272.5PE","PE","2350"
"108771","nse_fo","JIOFIN","JIOFIN26JUN277.5CE","CE","2350"
"108774","nse_fo","HEROMOTOCO","HEROMOTOCO26MAY4700CE","CE","150"
"108781","nse_fo","JIOFIN","JIOFIN26JUN292.5PE","PE","2350"
"108782","nse_fo","JIOFIN","JIOFIN26JUN297.5CE","CE","2350"
"108783","nse_fo","JIOFIN","JIOFIN26JUN297.5PE","PE","2350"
"108795","nse_fo","JIOFIN","JIOFIN26JUN312.5PE","PE","2350"
"108796","nse_fo","JIOFIN","JIOFIN26JUN317.5CE","CE","2350"
"108826","nse_fo","JIOFIN","JIOFIN26JUL160CE","CE","2350"
"108829","nse_fo","JIOFIN","JIOFIN26JUL170PE","PE","2350"
"108836","nse_fo","HEROMOTOCO","HEROMOTOCO26MAY6000CE","CE","150"
"108839","nse_fo","HEROMOTOCO","HEROMOTOCO26MAY6100PE","PE","150"
"108853","nse_fo","JIOFIN","JIOFIN26JUL195PE","PE","2350"
"108865","nse_fo","JIOFIN","JIOFIN26JUL200PE","PE","2350"
"108901","nse_fo","HEROMOTOCO","HEROMOTOCO26MAY7300PE","PE","150"
"108918","nse_fo","JIOFIN","JIOFIN26JUL225CE","CE","2350"
"108919","nse_fo","JIOFIN","JIOFIN26JUL225PE","PE","2350"
"108941","nse_fo","JIOFIN","JIOFIN26JUL240PE","PE","2350"
"109005","nse_fo","JIOFIN","JIOFIN26JUL280PE","PE","2350"
"109013","nse_fo","JIOFIN","JIOFIN26JUL285PE","PE","2350"
"109022","nse_fo","JIOFIN","JIOFIN26JUL305CE","CE","2350"
"109040","nse_fo","JIOFIN","JIOFIN26JUL370CE","CE","2350"
"109044","nse_fo","JSWENERGY","JSWENERGY26JUN435CE","CE","1000"
"109049","nse_fo","JSWENERGY","JSWENERGY26JUN445PE","PE","1000"
"109063","nse_fo","JSWENERGY","JSWENERGY26JUN475PE","PE","1000"
"109064","nse_fo","JSWENERGY","JSWENERGY26JUN485CE","CE","1000"
